,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,subtype
0,1406.1237955045672,14599.54581784322,7759.789154949695,967.0762789217855,720.5739760370385,9655.735444484608,5841.693613888799,9604.219740294126,8883.545807734696,2000.92785490029,15361.161967135808,1254.1259656420539,3640.812051060469,12131.922417473908,1435.9966130691078,5740.753014061935,22746.708522096895,5286.738268341305,2645.4171514864665,10496.875433049554,86.98874594665307,2
1,1361.52275042983,12814.344773948824,5513.929464865699,2658.666970977044,1325.4485128098613,9928.886217404375,8849.42506531641,7826.288129439158,10299.96064079995,1469.409492489028,14634.805290838367,1083.9068683946848,3381.1946225571683,15410.551788367471,1247.163372488978,5571.270444172223,19583.956656119193,4085.0354451801745,2815.240030499459,11339.060708484534,95.6892488909513,1
2,1050.2886771551807,11101.883819642248,6095.310608875864,2063.261851981252,875.9324888443125,13200.82906454271,4533.631792513886,9104.016516322274,6987.625301213906,1915.7723750148884,11890.08285712084,1146.420847054808,4376.4974618404785,12392.432307465007,1820.9091220188184,4482.690530747221,18874.45586733574,3518.8921130276035,2701.2596929719907,10121.410917963407,109.08624972881017,1
3,1003.8359381845452,10941.79030177254,4326.063969806904,2425.1774382578405,1345.9196019315923,11099.124386642266,10175.934083719585,7685.795177830341,8744.54053464618,2137.7853003578466,16739.79221658624,1073.2490852176456,4162.973805073405,12578.558938350594,1511.6705074511676,6289.113603536161,22646.89724780198,2796.8195067197753,2154.993219829681,14301.313028404118,96.5079432721387,1
4,1246.5989658352962,13271.539946800878,4774.37292000138,1955.4683799779577,918.6745308030662,11539.66906055689,8016.276381162896,7532.441068727831,7728.905986921572,2358.4371553519986,18009.219191882876,1267.8023542757626,3674.8997352153724,13949.007276688844,1322.6342853268513,5331.213905464597,18146.617929577966,2840.173745566882,2493.1749179191115,11107.609109932968,101.32621126203698,1
5,767.3395283493259,14066.199536074828,8787.182591297478,1219.6193730543168,1095.3198042570918,9132.50010402472,7756.526305737478,5858.563863316169,8804.383313238186,2076.089532070892,14357.990761163714,1070.07076588913,4812.537275648262,11666.096023470964,1718.352704549909,6672.847223980211,22081.7194250162,3879.357578240533,2181.612778972914,8867.912590261605,96.05841489564952,2
6,1382.4660937803408,16810.35651204513,6348.681340452141,1147.962434801253,1005.1121461300243,7338.388939488053,8538.378008647527,9081.230201637658,6785.384304280449,1994.706693793914,8976.729108174943,1001.9169469700803,4491.779123160107,11807.414112581195,1456.7412848154243,5132.792127929052,17536.309023355272,3570.3890195914764,2765.7865073145626,7820.8295161384085,113.55220274337827,2
7,1364.6766151143815,15350.185368247801,6791.375800605471,1751.3123483275444,1774.9608208363059,9305.6080941167,8492.684244815408,6341.427958748862,8184.980116872146,1712.2220785447364,18821.6263230874,1023.2860286255623,3608.2130494744297,10849.634044192639,934.5469492922224,5216.146276017223,1392.2797582526473,3561.9852675514935,2601.6992485900955,9958.516258777881,99.27748077903254,0
8,1321.4285735067087,13749.652135968636,3767.1976751647185,1729.6568788889704,561.4176025774045,7055.099150043556,8686.741754768642,8535.156197449009,9015.16371960273,1381.0126595465936,16126.105434115343,1087.440091148357,4507.342258588,15647.500406043746,1524.2816786544986,4886.383006882054,15968.099602484956,3472.527318177584,2792.139838597937,12819.826926957603,109.65689954192366,0
9,1249.801159312014,17448.968724922306,7806.465471210025,1890.080417039637,1253.2600869341697,11264.408277095517,6059.483959482441,7886.262500072818,6531.164278268099,1746.465615720939,12876.04327908772,1208.1522133409787,2367.5360110489682,15967.529433475785,1143.6504727348693,5561.221320639027,16831.98862119052,3493.426679691684,2475.501273492763,12634.462947298034,103.31153696933183,0
10,1449.7654386143508,11667.442340582407,7612.3223895404,864.7733600032998,1229.3223117090922,11521.945055118764,6602.659696654588,8119.779196184547,10410.09013444502,1803.66925474203,19730.491736081283,1050.8895457146768,3822.7999447671873,14848.458544177318,1395.2154841048127,5722.306543727589,17394.77935686481,3462.3054550842958,2573.381648066958,12090.819715366742,70.7784415308249,1
11,1409.9511635426131,21147.00246133047,7044.553768971253,2006.393586855269,1342.669185934845,11621.95410300847,7186.107792271356,7094.269371054974,8773.770193111579,1350.4295706302732,18126.02818445551,1075.668700015683,3224.97244107068,14484.445685906943,1401.0929005713228,5551.735508028391,5789.997266853345,4537.516754206009,2697.16003648938,11883.301160566647,94.72101816388115,0
12,1428.6541524089398,7450.044252763015,2010.614905182203,2343.549284131048,1219.5577640949784,9573.40997826139,6995.10087028763,8567.08661339631,8093.037896655655,1892.0005361565775,12911.903598655033,1265.528263877612,2744.100240246243,18023.992765895975,1368.2399469002848,4674.703235457835,31882.28976301199,4536.635067730249,2717.50211308557,10490.12385810681,94.21673354834019,2
13,955.7094751139964,7552.450721821465,6652.776119452219,1228.0456939532628,1358.87923729176,6876.279653934501,6980.716769917813,9456.450075848727,8984.225856153753,1963.9921053132796,17159.184895139,1100.523452676651,3555.4023919036385,14506.040139986355,2044.3869035474786,5519.183931889527,9665.088219977262,3457.30145067273,2509.667362563499,10519.551068306833,101.53274905230784,0
14,991.3191506420156,10877.166102684,7120.627285957377,2123.966532433974,1586.0097970102643,9942.285570957836,7464.158770743873,6787.15398160092,8092.618112695533,1814.4182877780925,15753.824159460286,986.8961317975171,3815.6809726890115,11777.128410485333,1402.769566068891,4714.136955786278,18275.68170762773,3140.2592163754334,2104.7452494889053,8688.245652563633,77.55292381671255,1
