0,1,2,3,4,5,6,7,8,9,10,11,12,subtype
2.413512648,1.29076694,0.961424247,3.940859862,1.368572555,2.291510328,0.048242817,2.942209135,2.512159549,2.178472188,2.761595437,3.32179702,1.262528057,2
3.825217245,1.650374946,0.356415091,0.436588597,1.469299761,5.977944368,0.512444172,0.871857827,2.949782541,4.02163053,3.067643542,1.577275886,1.333012234,2
4.64552295,2.091908799,-0.245334568,3.589156945,0.849146679,-0.422586736,0.30802552,9.739239778,2.758465942,3.350468013,0.483996285,1.030074705,1.084121952,0
3.119318359,2.195396719,0.666982048,5.920754092,0.597665586,1.871746185,0.854519065,5.053293452,2.278046756,3.427518487,1.583395685,0.823496859,1.480827685,0
0.96487998,1.13038925,0.552610729,1.526553996,0.905293973,3.874563423,-0.391378576,6.12803249,1.525537374,3.266369601,3.749573544,2.777353936,1.95944655,1
3.778053327,1.936245909,0.565964461,4.179905279,0.234881513,3.446840712,0.399505585,4.959677563,2.91966345,1.629215932,1.330266962,1.05587861,2.043238124,1
4.873758025,1.774436859,-0.592854252,8.216465177,1.055915652,3.240788961,1.112871795,2.143526472,3.029432516,3.122377172,2.011652269,1.587804654,1.739313884,2
4.121074855,0.992405407,0.335872086,-0.767981479,0.493253726,6.056791204,0.420307274,9.090576991,1.963639858,3.453908217,1.111727245,2.317821286,1.119971785,1
1.918329313,2.777357605,0.148698483,6.932248195,1.19203413,3.54348424,0.744490197,-0.702061013,2.393021139,2.600585014,1.18656099,2.386679282,1.271864491,2
1.924318948,2.735192829,0.624391889,5.942199867,0.539638188,5.924283887,0.316812471,6.360280199,3.026064913,2.521722393,1.416431776,-0.579998324,1.493880081,0
3.37337253,1.600922385,0.714426157,3.8559298,1.354480128,6.44480068,1.521003698,7.741972312,2.221599943,2.573239449,3.343706113,0.557878858,2.001066053,0
3.805626422,1.35266041,0.807198327,4.083986416,1.059294469,4.89630428,0.841158023,2.580214418,2.66790987,2.396925688,0.997498122,1.27137345,2.617208993,2
3.248739609,2.392105409,0.176085113,9.455694148,1.481604302,3.897694559,0.963072058,8.811258533,2.895599971,1.499201341,-0.916820431,2.496141866,1.39854486,0
1.544350189,2.196742789,0.560016516,-3.48344332,0.529614483,5.079987687,0.355918204,0.650744346,2.263965162,1.648831337,2.38466202,1.137629838,2.401000257,1
3.245759605,2.228253654,0.749233211,8.704843581,0.471172886,5.66449806,0.335315303,-0.562894602,3.54583003,3.440312558,1.683880906,0.922494635,1.953624822,2
5.301732904,1.416871484,0.383101523,-0.186022467,-0.231559021,4.86800018,0.825959119,2.994917061,3.347577162,2.896292879,2.424744907,2.409987232,1.204792701,1
5.475723036,1.532106044,0.234887042,2.206325864,0.255860527,2.115372711,-0.177025964,4.236915746,2.744128189,3.316591524,-0.177193777,2.510254984,0.953130993,1
2.667980158,2.230665405,-0.035216968,6.750950738,1.426964626,3.151525107,0.285581052,-0.09937306,3.525597104,2.068524425,0.450273483,1.524920358,1.77286063,2
0.647770621,2.350046303,0.592533308,1.261810433,0.060522763,-2.153814613,0.071941772,-0.110783177,1.89063172,1.980974344,2.289932987,0.782314588,2.05991314,1
3.354607517,2.240701858,0.124826761,5.526142025,0.685111544,8.204927873,1.872616981,4.363961177,3.90194478,3.646028136,2.529938821,2.253311738,1.640933767,2
4.582178714,2.923136451,1.014233786,8.540732687,-0.333744056,3.085024245,0.629576176,-0.177160618,3.005117076,2.890462994,3.389145114,0.545596952,1.702759521,2
-0.093475094,2.172578096,-0.956587098,1.96447351,0.772260794,5.304012698,1.055514199,1.352776425,1.67568051,2.717694655,0.7717866,0.280711359,1.417308349,2
4.632467094,2.42062816,0.88115968,-0.938678332,0.71692169,0.674829223,-0.15050339,8.216607592,3.209279375,2.772435892,0.394340846,1.467012005,0.839786828,1
4.140744528,3.001958041,-0.244726174,8.225645507,0.545279039,7.921953816,1.462097338,7.549840217,2.692639255,2.865711134,3.361910238,1.210764673,1.34547415,0
2.867021306,1.778448798,2.466110307,-1.901810181,0.87099783,3.807298138,-0.452891989,7.532536484,0.918634907,2.806804623,1.266555835,1.565540303,1.896710243,1
4.28272947,0.939111218,0.588036831,1.650739388,0.311877961,-1.150581253,0.453134753,6.273766084,2.342149011,1.972726574,2.956179515,2.299365535,1.351803162,1
3.764801532,1.464741037,1.297350025,7.390355571,1.23360972,2.173651468,0.548691051,-1.488466666,3.316882946,1.812231471,1.408793796,0.283023873,2.287659516,2
3.423766013,1.810540398,0.327464415,6.436164354,0.559665422,3.210370409,0.57226626,-5.499551327,2.786770995,2.08601027,1.56148607,0.374629101,1.786384922,2
7.621092903,1.176247123,0.026245361,5.660870049,0.962635805,4.377832878,1.010961499,1.532977514,2.953803504,1.301289238,1.814506929,0.935927461,1.374625436,2
4.826588695,1.507297843,1.035447649,-1.500339829,0.655485392,4.647322887,0.963886054,5.665184431,2.524069853,2.415035835,2.983669487,1.572683113,1.52575113,1
4.327050343,1.933390325,0.12242713,10.74544389,0.775300345,6.489318241,1.37319819,6.65847729,1.613550495,2.830316,1.474305687,1.92761337,1.217739863,0
4.74915975,2.964517375,1.339740493,5.158900768,0.86610134,-0.181619981,0.843488023,4.069420241,2.52054459,3.123226705,1.533518016,1.548107013,1.59291081,1
2.524974636,1.389519148,1.39574828,10.66448643,0.493268061,-1.856632328,0.814443454,3.96209978,1.938312684,2.230571697,3.093183114,1.451197921,2.168484565,0
1.732975698,2.469467131,0.523879941,-0.494131079,1.394009632,2.483618759,1.243344857,5.019777355,2.058782096,3.012510358,3.422745227,2.694504094,2.179248151,1
5.454146869,2.51156907,-0.080101818,5.309576436,0.315410688,8.024288167,0.104468414,5.68604487,3.492251543,1.851655465,1.607286082,1.475219765,1.810210767,0
3.476580468,1.705863778,1.473420798,-1.320143113,1.589075889,4.937213865,1.577972466,11.24773288,3.643571515,1.270023937,-0.052443495,1.317179468,1.723851384,1
3.92769089,1.517174287,0.502238827,1.547559135,0.914316445,5.01231743,-0.447304423,4.936027211,1.887000686,2.877229172,2.449979879,2.468547803,1.291273849,1
3.107388963,2.71555524,-0.410464527,3.852339331,0.834119243,3.449799976,1.56301233,11.69994672,2.766722542,2.305835362,3.103364091,1.936086531,1.963907916,0
2.904110238,2.757851018,0.282171837,4.347570663,1.426053482,-5.034355561,0.674933526,7.802410438,2.053950341,3.612960174,1.63730146,0.560742322,1.634032904,1
4.433643292,2.765887142,-0.423888373,-2.151305554,0.779193615,0.678999933,0.844058014,13.63512996,2.38945762,2.206468945,2.265056777,0.845449463,1.931318661,1
1.762184179,1.851533767,0.837160022,0.211606612,0.334127094,4.74116977,0.374674893,5.958591516,3.126373605,2.117761747,3.39820805,0.989303552,1.396421881,1
4.537739846,2.458499017,0.633225762,9.428545823,0.838231379,3.214403585,1.298319106,-3.946011471,3.450889404,0.625317801,1.233943942,2.933353229,1.954909117,2
4.844315381,2.790683481,1.121912197,1.852720864,0.884589776,9.436871465,0.845089464,0.815192937,3.676503641,2.202139292,0.57766789,1.820001424,2.293387591,2
5.168905728,1.640846529,-0.1303934,15.37533968,0.49207257,5.399089581,0.827333639,12.48093801,2.097144268,2.226184332,1.903353971,1.523736986,1.7618167,0
1.843029212,2.071946069,0.270938196,5.635049552,0.451363593,0.600655176,0.178413655,2.67369604,2.993257694,2.055262839,2.022518259,3.4314014,1.657437833,2
2.666696358,2.092306562,0.067390954,1.867616394,0.551788202,4.485687244,0.645924839,8.700094021,3.541487772,3.229209094,1.513188492,0.993862617,2.303089846,0
5.199009438,0.863232409,0.768808621,3.528067398,0.715258385,5.567956574,-0.286287869,-2.576010546,3.76976126,2.98299288,1.671863495,1.70641454,1.609064103,2
8.894822982,1.271640069,-0.327037748,-1.595023472,0.798590588,3.680779105,0.551322389,1.589175175,2.101941474,2.681162723,1.226789151,2.295955211,2.41626728,1
4.251146728,2.744295106,1.116238004,-0.548496404,0.672115643,3.536975368,0.666070816,3.988706495,3.998035967,2.669555857,0.669567674,1.725209439,1.965148679,1
3.589270647,2.450083993,0.622187544,3.542075577,0.64218263,5.667741894,1.141257117,-5.207880319,2.512555342,1.881731064,2.902462005,2.56960819,2.333507078,2
5.830145183,2.751863775,0.575971968,6.602180683,0.099432561,2.561399811,0.230811544,7.8091581,2.24607537,1.770216575,1.341693037,0.338222302,1.776084408,0
3.139094173,2.727188094,1.217726239,5.415799794,0.208156964,2.620604784,0.227749378,9.45399389,2.132939528,2.528376477,1.722361054,3.050079506,1.784299508,0
3.192639179,1.863591125,1.116045227,9.315088073,1.573549689,0.749734461,1.059019682,11.48085902,2.014911058,2.289864795,0.000631592,1.551635334,0.935779452,0
5.757057606,1.731512677,1.261600239,1.850562482,0.663456572,0.131467957,0.171987956,10.68433236,3.03734552,2.100842801,0.3709291,0.680890103,1.390655431,1
4.887767916,2.486553495,0.489178368,-0.541178401,0.421756577,0.792665613,0.428727075,0.029375138,2.5545431,3.354719647,1.862091962,1.417627799,2.535183853,1
5.362090267,1.185578053,1.430458536,-2.915886445,1.014028753,10.93371568,0.604698893,4.985844551,2.96629438,3.151512386,2.532828181,0.413953772,1.484639765,1
3.227858857,2.252606151,0.094663309,4.783680008,1.033984841,10.51208064,0.349023831,-0.659623817,1.733262916,3.911595828,-0.215500481,0.774510476,1.79032049,2
3.758133887,2.14715489,0.672550285,3.571743306,0.895266501,6.369643774,0.885211055,-1.263053791,3.788492645,2.532591401,2.321737115,1.727215403,1.888533307,2
0.314098758,2.483295305,0.560552296,10.39454014,1.728366494,3.134572377,0.937540359,2.930450446,2.494807672,2.994685172,1.46080498,2.835260076,1.242997662,2
4.199087208,1.350538268,0.675324151,2.090960607,1.227519536,8.589140458,0.572565652,-3.558998027,3.379765987,1.403515936,2.343033299,2.130450594,1.398183986,2
4.469704371,1.134188983,0.636116444,3.539768576,1.329255318,3.36988059,0.047661903,3.181387593,2.827001699,2.53470984,1.375103955,2.682736259,1.80385258,2
4.320166479,1.267558817,0.924998253,-0.997936646,0.505378515,-0.062696288,0.47930152,2.291922201,3.738747119,2.556826018,2.641683753,0.212198375,2.388979763,1
3.164489047,1.808615163,1.02972301,-0.120128979,0.508853049,-2.360932815,0.184246366,-4.102188629,3.656855397,1.728841362,1.894501536,-0.108794282,1.526177923,1
2.61840578,2.90221591,0.586537874,6.026766949,0.908653938,1.783882338,0.241331096,6.561148634,1.785384996,2.595141638,3.182871775,0.989420026,2.424111368,0
4.258097243,0.494516226,1.268903445,5.895814613,0.38019266,5.663830196,0.287157821,6.561550537,2.906052527,2.931576754,1.933075013,-0.115632573,1.328445041,0
4.087224237,2.036546419,0.425472296,6.442971706,0.130913117,7.039231716,1.477135803,8.676622064,2.044585639,2.154128893,0.784793481,1.068268768,1.762142135,0
4.552217338,0.866945974,0.271335114,0.604069276,0.675220366,6.303970479,0.537815604,6.704452631,2.699473792,1.873734168,2.097342598,1.127742857,1.547926833,1
4.456640495,2.448123765,0.841948218,-1.282836436,1.216083889,2.55371609,-0.087769296,-0.480548882,2.622380824,2.182807434,1.222376032,0.646174394,1.221777464,1
3.063222188,0.90062639,1.380289282,5.933435093,0.29838672,8.140996854,-0.119545979,3.185295672,2.202190329,2.595290062,2.167863668,2.084497,1.526274865,2
4.473728797,2.299295551,0.715922405,5.496966944,0.548358191,8.164545729,-0.387265103,6.267510938,3.800203474,3.507378444,1.883572185,2.548387402,2.321089893,0
3.745037854,1.508746314,0.316602112,1.717198579,0.31583632,-0.433137762,0.857941183,5.816892012,1.946744942,3.203476353,0.883837945,2.266021087,1.434775104,1
2.319402654,1.257896262,0.962380973,4.641987928,1.184347976,9.411263937,0.622456933,6.282434852,1.781798599,3.19523341,1.783635008,1.814013718,1.850175861,0
4.868423891,2.686951454,0.474630819,-2.111070435,-0.009840503,2.418868082,-0.168325015,3.086521369,2.74431316,2.003435282,0.323949419,0.808005733,0.880329388,1
6.094637734,1.312218819,0.284313759,1.693549083,0.454425425,-1.132375485,0.721215923,7.313167294,2.37718046,2.551648015,0.732714635,1.54650665,1.678180355,1
3.011992434,2.218285584,0.495737473,4.534581294,1.621213558,-3.554023867,0.823967587,10.49128802,2.515822939,2.421969898,2.952056656,0.388023855,2.046032169,0
1.584066409,2.355396596,0.569765243,1.390794268,0.61576643,2.848435344,1.754958536,6.728716368,2.031383035,1.309878193,3.522626291,3.232409459,1.94410103,1
7.210495691,1.251001982,0.116422753,11.10900535,1.309997911,5.287052201,0.563905618,-2.369367271,3.151692444,2.19528402,1.25727885,0.859056651,0.92506289,2
5.847923889,1.900114388,0.915144546,2.374550778,-0.645090966,0.927137846,-0.247286792,0.567420067,2.428905091,1.974807919,3.390521362,2.211885829,2.691483083,1
4.934930467,1.967271321,0.089745214,6.757228066,0.438231907,6.34373972,0.432249414,13.6846174,2.559076854,4.229684245,3.054031769,2.115135714,1.824480701,0
3.425222845,1.116466377,0.737687632,3.611311817,0.818205553,3.256813192,0.88631856,6.167211956,1.384800469,2.68040642,1.764356228,1.306454024,1.80436774,0
5.203875318,2.485418326,0.130674855,0.87907154,1.518385107,0.331212837,0.2194274,7.227000498,3.814291158,2.411273258,1.294038611,2.100394365,1.136930761,1
6.57589528,2.362510612,0.525842772,1.014925416,1.283312521,5.19491988,0.594981533,2.332839377,2.223135681,1.534898901,1.893133474,1.077069362,1.768499847,1
4.397012618,2.322172576,0.43360649,6.728485967,0.145503579,1.478652019,0.50643203,4.269549236,1.330994009,3.287327287,1.487987019,1.050723502,1.914400621,2
6.227078991,1.849901623,0.940349451,2.293939418,0.456983148,6.395802659,0.966434926,1.588589083,1.606473691,3.118038208,1.969872821,2.379167206,2.089711059,2
4.024088986,1.999133871,0.598163596,1.760342148,0.851818375,7.596845496,0.776312116,-3.527921497,3.570688334,2.360571966,1.847572765,-0.030881114,1.597855181,2
4.495598359,2.069357213,-0.125337576,5.674829175,0.879834121,2.072680629,0.605533677,12.14394232,3.008519086,4.104269329,2.976467036,1.229802286,2.082005589,0
4.766452908,2.182254464,0.156074816,3.734541321,1.119599624,-2.369985996,0.767069845,3.042429954,3.198770131,2.201843098,3.320192205,2.785399938,0.969051782,1
1.819498274,2.698602209,1.076784353,2.181521671,1.416511528,2.185860449,0.713811986,3.871791461,1.632979811,3.131891705,1.776162578,1.302971158,2.247505557,1
2.022474668,2.784287079,1.305203511,6.551846436,0.228168749,4.146655317,0.769412229,7.2955699,2.238997484,2.725283269,1.90364893,0.821575165,1.367170455,0
4.243817462,2.858963331,1.195654579,3.149788215,0.634335125,4.467394362,0.672441589,2.904120956,3.150053043,2.420334302,1.977598049,2.178333511,1.153738092,2
3.414357546,2.841198656,0.617063201,3.497875577,-0.010685669,-1.615133178,0.86975203,3.929491934,2.90707708,3.184159439,2.927040187,-0.290673846,1.881947286,1
1.202639022,3.019444219,-0.133040581,3.74036458,1.667652478,0.608115847,1.544121221,7.842537541,3.519721227,2.998067476,1.535952383,1.678806432,1.88458694,0
1.998909818,2.348601625,0.93830396,1.831107246,0.425153768,8.221721911,1.190362476,3.265562677,2.493774882,3.430904528,2.25013265,0.874172473,1.805016058,2
2.846689548,2.067600778,0.94088409,11.93129916,0.369881147,3.406112278,0.842282768,2.005444389,2.737187544,2.148471351,2.583712835,1.239734492,1.942033373,2
2.845634409,2.786888823,0.33143867,0.976553509,0.982507981,5.736127345,0.570917473,-4.514138858,3.171076133,3.504616353,1.748038205,2.415438064,1.48945895,2
3.838417128,2.593173621,1.340349694,-0.838444531,1.697640522,9.22259665,0.527009919,5.323220586,2.040236116,4.051786597,3.069198253,2.688011406,2.301526938,1
1.264982411,1.541274634,1.440396583,-0.150708171,0.463928664,1.165013231,0.64397616,2.983067387,2.313594265,2.853239764,2.503868691,1.974665627,0.948780265,1
5.584883413,1.191809727,-0.278904771,7.991194755,0.765348614,4.16661307,0.81282069,1.264078395,1.338568012,3.115490331,0.505152272,1.507112079,1.650177287,2
1.628318294,1.519754034,0.308287025,7.270635856,0.138154864,5.773104445,0.613019337,7.215210767,1.677829603,3.842703779,1.177975629,1.763567399,1.254677798,0
3.448753871,2.429418661,1.15487569,-0.72658925,0.969906253,-0.143216248,0.326827422,1.998763489,2.907157348,3.631274037,3.894973379,1.932146621,1.755997754,1
4.14353592,1.55575461,0.940136689,6.240651528,0.924993764,7.548555055,0.713605367,8.857001892,1.688443061,3.233629146,0.946348576,2.927573289,1.069394962,0
4.382763749,3.3712663,0.558742098,0.147432614,1.124987446,8.158521309,0.500193204,3.365802522,3.070212346,2.753187048,1.878080519,1.653286048,2.123610942,1
4.791977589,2.093200869,1.383449254,4.863866458,0.208246523,5.404642465,1.59037951,2.725928703,2.447420952,3.243882653,2.406824586,1.600092065,1.956134636,2
3.07424763,1.920604078,0.606612515,0.285250744,1.467171254,2.743238287,0.732833057,8.483348517,2.572122508,1.943402859,-1.230186273,3.393207594,1.552887813,1
3.731863156,2.765849741,1.316927111,-0.131094874,1.209806117,6.920955473,0.74788747,11.79813931,4.020295652,2.471859647,2.004875654,1.985542357,2.282315931,0
4.457354152,1.827965065,0.118497431,6.815333273,0.912360975,-1.56454942,1.44283827,1.300126495,1.438055186,3.163981724,1.332218405,0.296731733,1.88975917,2
3.810150233,2.284424136,0.48774155,3.601359939,0.884987706,5.241933753,0.267547474,7.417074873,2.802314143,3.467389868,1.271535683,2.045903169,1.341012477,0
4.311054088,1.426215111,0.475487664,5.113952086,1.190919549,1.440487038,0.409378008,5.304397569,3.858982971,2.395439319,1.539936508,0.220656009,1.32688007,0
4.396693493,1.599958756,0.581654289,9.80932152,0.660789693,2.241660362,1.262928182,5.952678826,2.055817136,1.639538367,0.832697708,1.401050003,2.244024484,0
3.630132836,1.953162945,0.455978092,5.131695375,0.431064989,5.158821843,0.445021794,6.358646518,2.92606591,3.275656654,1.918848814,0.515872588,2.267290461,0
2.697402061,1.023377545,1.295511092,-3.64546116,0.466594627,-1.756999329,-0.014455041,3.196378216,3.408062311,2.097838593,3.654756554,1.617770432,2.143053477,1
0.361295202,2.816276986,0.566941452,8.862886228,0.359504531,2.925980515,0.304752347,6.866868439,4.241511199,3.406619125,1.231671013,2.125240993,1.012409732,0
3.877907745,2.761424499,1.481181598,-0.066969861,1.166468191,4.794112843,0.334721433,8.047563952,3.169293637,1.709228996,1.298009384,3.5497606,2.046703476,1
4.71176026,2.524135173,0.448482349,7.84964124,0.242483056,0.764284065,0.429208857,0.665419039,2.288318088,3.040691419,0.542386759,1.384217826,1.792157392,2
2.859352455,2.932593522,0.875982877,8.929618919,0.663911814,3.163523224,1.414280639,5.573574948,2.664641646,4.593435272,2.070758332,1.575948308,1.549101741,0
5.779835429,2.257919216,0.646655508,4.417233583,1.316481772,-1.994214754,0.264283068,5.770890288,0.394049312,2.190302103,2.247199856,3.276077369,1.802397278,1
3.653074916,2.773334526,0.14247496,8.62794776,1.125694352,6.224396844,1.141611168,8.285610083,1.691300024,1.523649529,1.507401288,0.881642481,1.583667939,0
3.00468521,2.437368785,1.40490335,3.543367781,1.192651201,12.6481169,0.544051729,1.972317697,3.541276053,2.338812291,1.418860396,1.721644032,2.377456092,2
6.299084631,2.78273015,1.362028103,7.625766441,1.329406552,-2.922776629,1.54505207,7.841872979,3.271873048,2.672672832,1.450070719,0.561867621,1.943112074,0
4.544234834,1.997201552,0.122407203,2.074406755,0.684447669,9.39846911,0.153426123,9.185231983,1.366383823,1.433988856,1.035484372,2.775388605,1.145475168,0
4.60089502,2.095706366,0.262824364,4.809242623,0.540292083,7.526610885,0.765305253,2.414897936,2.041119203,2.807578312,2.601078398,0.223711082,1.521099496,2
3.677430689,1.583227641,0.203264871,2.525968122,-0.329586671,9.385951111,0.788017559,3.839316529,3.397396789,3.730229204,2.309392502,1.109453069,1.441845561,2
4.227918309,3.608767659,0.715689012,2.63777795,0.637826,5.583884439,0.90524882,-1.538209756,2.874436231,2.503027536,1.50169301,1.85772709,1.651202371,2
2.200724845,3.153503046,-0.482966448,6.558889452,0.873281725,4.619822563,0.730487188,-1.63183055,2.256507584,2.20710103,0.98519301,3.094681554,2.412482627,2
2.640109,1.812705219,0.488220928,4.594956245,1.20702929,5.074209477,1.312311028,4.073834641,2.907696736,4.027077225,1.394037208,1.484681348,1.936435406,2
6.032033992,1.487669733,0.652789955,-1.378956095,0.516663469,9.151013121,1.059645798,7.875791304,2.224332671,2.680387519,0.374601617,1.659679858,2.38123482,1
3.881047319,1.955368602,0.495317631,11.18563924,0.43284481,5.065958252,0.99636334,7.886776651,2.912264296,3.723015162,0.224713337,1.330115505,1.763416207,0
4.918413292,3.864166148,0.679296409,-0.10205215,1.223047387,1.360489217,1.26241618,1.988819772,3.083806838,2.524386837,2.942519594,2.136426037,1.145444139,1
2.766311207,1.712957268,0.217201088,9.25777412,0.455007645,1.160552207,1.186956104,2.329818138,2.312391615,2.707874429,0.699167072,0.114015871,1.458702337,2
1.582720969,2.128482671,-0.185226122,1.384365793,0.433976155,4.12350539,0.778527018,3.443454213,2.10989836,2.020546121,3.220338716,1.759302559,1.481905899,1
4.365609556,2.158783367,0.112834485,1.826863924,0.959301742,0.525740419,0.147594247,3.154303192,1.95864459,3.159388199,0.544511955,2.316742899,1.127892541,1
5.162584805,1.177086526,0.809336816,-0.175263855,1.109875087,4.28847764,0.104006276,4.636605232,2.388866096,3.426001446,-0.32144142,2.452439496,1.989642515,1
3.331356087,2.584816881,0.320347875,10.94889442,0.508230837,5.351112121,0.636507828,-3.598897815,3.493414945,2.195494783,0.603752295,0.951443522,1.872225552,2
-0.418798224,3.799722758,0.564893238,5.742666807,0.27535338,7.038883192,0.916399261,0.353933699,2.283548894,3.730071433,1.339692833,1.624599617,1.612909869,2
4.063641097,1.913151353,0.936704155,1.286412462,0.296568486,6.542633563,1.394120017,5.123519649,1.383470902,2.57442932,2.63369298,1.800556197,1.184517547,1
4.029627351,3.280939178,0.368370597,8.366122197,0.419548129,3.387198204,0.872087359,3.897092187,1.865703672,3.891734389,2.325362839,1.99914496,1.817821115,2
3.93060303,1.616814728,-0.261888612,4.363436341,1.12718218,6.385436343,0.37232326,-2.279170802,1.902947607,1.973854022,1.564554369,1.506939301,1.551896102,2
3.561349421,2.186247058,1.217551096,1.475374609,1.083657318,4.58789779,0.720425077,11.33816349,1.791749542,2.480878999,2.721160169,1.601650682,1.611806478,0
5.189452019,1.911985319,0.773514801,2.722276668,1.045611482,6.774653881,0.419240288,7.02650493,3.731890798,3.847018776,0.855756684,2.738650397,2.167460359,0
2.284647994,0.98605229,0.015476025,7.791136604,0.858906435,12.48629528,0.79994036,4.304640746,2.954508915,1.901386306,0.404834489,1.651779856,1.064729185,2
3.930356434,2.686124846,-0.165242342,0.465417997,1.398423671,5.398723402,0.321912265,1.770227134,2.43224438,4.30501941,1.672385284,0.763674085,0.818503671,1
3.327554196,1.301872146,0.779353396,3.750869333,0.819973063,4.141879597,0.804437975,6.035882798,2.774503638,3.750628794,0.402654407,0.669266629,1.723989158,0
2.954037934,0.945923571,0.556853808,4.478316189,0.075794213,-0.076124824,1.057618324,5.595330201,2.886943742,3.552272062,1.289808068,1.188465897,1.117149645,1
4.464761157,2.725709392,1.056215573,2.052324386,1.092938682,3.282513273,0.460977375,6.649194731,3.092818974,3.109653717,0.798656884,1.748101262,1.060647531,1
4.818223037,2.159918459,-0.069204482,6.141520766,1.182710531,1.94197856,0.571149333,6.820813281,2.582494125,3.666243355,1.297620903,1.269790325,1.512304859,0
2.858632426,2.370175097,0.949605301,4.747371885,1.507000458,3.73377415,0.477565879,7.450180835,1.883464786,2.400054289,0.31368263,1.9307025,2.063903886,0
5.719851088,2.310328716,0.388326035,-0.675475452,0.791386239,3.078435394,1.386070948,2.764788103,2.257940262,3.157272667,1.649411791,2.333305532,1.789949828,1
5.605893451,2.80465881,1.147335222,2.547262862,1.932387231,2.492998816,0.716069737,6.505893817,3.334868014,1.714348171,2.820037502,1.95134798,0.968438827,1
4.265768773,0.044953414,0.711064078,-0.033770759,0.700423279,8.601197601,0.622660469,16.20530346,3.478515981,1.241173009,1.833410387,1.708567232,1.131625268,0
3.08298956,3.164304977,1.040074425,0.615752793,1.2311483,3.496673994,0.371427667,14.30880592,1.672553573,2.504361252,2.623253531,1.622836057,1.398708843,0
5.067155645,1.668226022,0.204292938,2.671528703,1.148381447,2.650846001,1.368818766,-1.164446146,2.524438371,2.791234925,0.123083313,3.06128858,1.89437833,2
6.250549167,2.110828859,-0.851532433,3.207886476,0.915944058,2.039437545,0.151311078,5.651474619,1.813132146,3.159512464,3.527694834,1.010224764,1.823149681,1
3.214424433,1.979525505,0.704327408,1.51793127,1.19925759,-1.313634278,0.428863367,-1.192119785,2.742849194,3.379584633,1.692521977,1.543847251,2.082196167,1
